ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A304989,"https://petharbor.com/detail.asp?ID=A304989&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A304989&LOCATION=SNCR,roo,Male,black & orange,domestic shorthair,7 months old,5.0,S F01,False,False,,7,,,2023-09-08,"Meet Kanga & Roo! (see what we did there?!)This mother – son duo originally came to the Shelter as strays. They are a quiet, demure set of kitties who are looking for a quiet home to blossom in. We do not have any history of Kanga or Roo with other cats. Due to their shy nature, a home with dogs and/or kids is not recommended. Kanga and Roo are bonded and required to go to a home together. Kanga & Roo's adoption fee is 2 for 1. Their adoption fee is also reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A304990,"https://petharbor.com/detail.asp?ID=A304990&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A304990&LOCATION=SNCR,bandit,Male,gray tabby & white,domestic shorthair,5 months old,5.25,S FER15,False,False,,5,,,2023-11-18,"Bandit and Smokey came to the Shelter as undersocialized kittens. A wonderful foster parent offerred to take them in to help them gain confidence about the world around them. With time and patience, these two kittens have blossomed and are ready for an adoptive home together. Here is what their foster parents have to say about them: ""These two boys are being a real joy to foster. They love to play and are both well behaved and healthy kitties. They are litter-box trained and really enjoy their meals. Smokey is outgoing and talkative while Bandit is still a little shy. But with patience and love and lots of ""play sessions"" he has been coming around. He and Smokey play and sleep together and would be so happy to go to their new home as a ""bonded pair"".""Interested in meeting them? Come down to the Shelter today to set up a meet and greet appointment. ",2023-11-24
A305021,"https://petharbor.com/detail.asp?ID=A305021&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305021&LOCATION=SNCR,smokey,Male,blk tiger & blk smoke,domestic shorthair,5 months old,5.5,S FER13,False,False,,5,,,2023-11-18,"Bandit and Smokey came to the Shelter as undersocialized kittens. A wonderful foster parent offerred to take them in to help them gain confidence about the world around them. With time and patience, these two kittens have blossomed and are ready for an adoptive home together. Here is what their foster parents have to say about them: ""These two boys are being a real joy to foster. They love to play and are both well behaved and healthy kitties. They are litter-box trained and really enjoy their meals. Smokey is outgoing and talkative while Bandit is still a little shy. But with patience and love and lots of ""play sessions"" he has been coming around. He and Smokey play and sleep together and would be so happy to go to their new home as a ""bonded pair"".""Interested in meeting them? Come down to the Shelter today to set up a meet and greet appointment. ",2023-11-24
A305048,"https://petharbor.com/detail.asp?ID=A305048&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305048&LOCATION=SNCR,mitts,Male,brn tabby,domestic shorthair,8 months old,5.9,FOSTER,False,False,,8,,,2023-09-11,"Meet Mitts & Triumph. These two older kittens came to the Shelter separately but have since been paired together. They are the ying to each other’s yang. Triumph was a nervous bean when he first arrive. Mitts has been a social butterfly from day 1. By pairing these two together, Mitts shows Triumph that the world is not that scary and that people give real good scritches. We do not have any history of these two with animals outside of each other. ",2023-11-24
A305089,"https://petharbor.com/detail.asp?ID=A305089&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305089&LOCATION=SNCR,triumph,Male,gray & white,domestic mediumhair,6 months old,4.0,FOSTER,False,False,,6,,,2023-09-12,"Meet Mitts & Triumph. These two older kittens came to the Shelter separately but have since been paired together. They are the ying to each other’s yang. Triumph was a nervous bean when he first arrive. Mitts has been a social butterfly from day 1. By pairing these two together, Mitts shows Triumph that the world is not that scary and that people give real good scritches. We do not have any history of these two with animals outside of each other. ",2023-11-24
A305092,"https://petharbor.com/detail.asp?ID=A305092&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305092&LOCATION=SNCR,gus,Male/Neutered,brn tabby & white,domestic shorthair,"1 year, 2 months old",12.8,S CATIO,True,False,1,1,,,2023-09-12,"Meet Gus! This handsome gent came into the Shelter from a property where there were friendly cats and not a lot of spaying and/or neutering happening. Thanks to our animal control team, we have brought in several of the kitties so they can find safe, indoor homes and get all the TLC they deserve. Gus would likely do well in a home with other cats with a slow introduction and management. We do not have any history of Gus with dogs or children.",2023-11-24
A305094,"https://petharbor.com/detail.asp?ID=A305094&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305094&LOCATION=SNCR,dahlia,Female/Spayed,gray tabby & white,domestic shorthair,"1 year, 7 months old",7.0,S CATIO,True,True,1,1,,,2023-09-12,"Meet Dahlia! This sweet gal came into the Shelter from a property where there were friendly cats and not a lot of spaying and/or neutering happening. Thanks to our animal control team, we have brought in several of the kitties so they can find safe, indoor homes and get all the TLC they deserve. Dahlia would likely do well in a home with other cats with a slow introduction and management. We do not have any history of Dahlia with dogs or children.",2023-11-24
A305095,"https://petharbor.com/detail.asp?ID=A305095&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305095&LOCATION=SNCR,lotus,Female/Spayed,black & white,domestic shorthair,11 months old,7.7,S CATIO,True,True,,11,,,2023-09-12,"The lotus flower is a symbol for purity, grace and beauty. Well, our adoptable feline Lotus embodies the lotus flower in personality. She is sweet and demure. She originally came in as a stray found on a property where there were quite a few kitties. A home with other cats may be a fit with a slow introduction and management. Lotus is looking for a home to blossom in. Could that be yours?Lotus' adoption fee is reduced by $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305102,"https://petharbor.com/detail.asp?ID=A305102&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305102&LOCATION=SNCR,kit kat,Female/Spayed,black,domestic shorthair,3 months old,2.5,S F24,True,True,,3,,,2023-10-25,"Meet Kit Kat! This sweetie came into the Shelter as an underage kitten. She grew up in a foster home where she grew big and strong. Kit Kat is hanging out with some of her littermates waiting for an adoptive home. A home with other kitties, children, or a cat-savvy dog may be a fit with a slow introduction. Kit Kat's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305108,"https://petharbor.com/detail.asp?ID=A305108&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305108&LOCATION=SNCR,poppy,Female,black,domestic shorthair,2 months old,0.6,S K09,False,True,,2,,,2023-10-28,"These kittens are such little sweethearts! Their favorite place to be is wherever the humans are and they love to snuggle and purr with each other and with their people. They love playtime and snacks, are curious and friendly when meeting new people and pets (they did great with the adult cats in their foster home). They love to climb and explore and find hidden places to snooze. Anyone would be lucky to have them join their family!Poppy's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305128,"https://petharbor.com/detail.asp?ID=A305128&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305128&LOCATION=SNCR,aluma,Female,black,domestic shorthair,"2 years, 1 month old",8.3,S CS02,False,True,2,2,,,2023-10-20,"Meet Aluma! Aluma came to the Shelter with her kittens. She is an outgoing, well rounded mama cat who is ready to leave her days of motherhood behind and be someone’s very own “baby”. Aluma will likely do well in a home with other animals with a slow introduction and management. Aluma's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305130,"https://petharbor.com/detail.asp?ID=A305130&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305130&LOCATION=SNCR,sawyer,Male,black & white,domestic shorthair,3 months old,2.2,S CS02,False,False,,3,,,2023-10-20,"Meet Sawyer! Sawyer came into the Shelter with his littermates and mama. He is a playful, confident kitten. Sawyer will likely do well in a home with other cats, a dog or children with a slow introduction and management.Sawyer's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters. ",2023-11-24
A305131,"https://petharbor.com/detail.asp?ID=A305131&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305131&LOCATION=SNCR,reed,Male,black,domestic shorthair,3 months old,2.6,S CS02,False,False,,3,,,2023-10-20,"Meet Reed! Reed came into the Shelter with his littermates and mama. He is a playful, confident kitten. Reed will likely do well in a home with other cats, a dog or children with a slow introduction and management.  Reed's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305132,"https://petharbor.com/detail.asp?ID=A305132&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305132&LOCATION=SNCR,heather,Female,black,domestic shorthair,3 months old,2.4,S CS02,False,True,,3,,,2023-10-20,"Meet Heather! Heather came into the Shelter with her littermates and mama. She is a playful, confident kitten. Heather will likely do well in a home with other cats, a dog or children with a slow introduction and management.Heather's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305133,"https://petharbor.com/detail.asp?ID=A305133&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305133&LOCATION=SNCR,idella,Female,black,domestic shorthair,3 months old,2.1,S CS02,False,True,,3,,,2023-10-20,"Meet Idella! Idella came into the Shelter with her littermates and mama. She is a playful, confident kitten. Idella will likely do well in a home with other cats, a dog or children with a slow introduction and management.Idella's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
A305295,"https://petharbor.com/detail.asp?ID=A305295&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305295&LOCATION=SNCR,paige,Male,brn tabby & white,domestic shorthair,5 months old,3.6,S F42,False,False,,5,,,2023-11-06,"Meet Paige! This spunky tabby came in as a stray originally. He was in a home for a period of time getting some extra TLC for medical care. He is now recovered and looking for her adoptive home. Paige is outgoing, playful and has lots of zest for life. Paige would thrive in a home that will provide above average mental and physical stimulation for her on a daily basis. This includes puzzle feeding and wand play. Paige may love a home with a catio (a safe indoor/outdoor enclosure that can provide a kitty space to observe the world around him) or an adopter that will harness train him and take him out on hikes! Paige may do well in a home with another cat with a slow introduction or management. A cat-friendly dog may also be a fit with a slow introduction. Paige is recommended for a home without young children due to his tendency to overstimulate when he is being pet and/or played with.",2023-11-24
A305430,"https://petharbor.com/detail.asp?ID=A305430&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=130&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_CAT",https://petharbor.com/get_image.asp?RES=Detail&ID=A305430&LOCATION=SNCR,megan,Female/Spayed,black,domestic shorthair,"1 year, 1 month old",7.6,S K01,True,True,1,1,,,2023-09-21,"Meet Megan! Megan came to the Shelter with her kids in tow! Her kids have been weaned and Megan is done with motherhood. This sweet lady loves head bops, snuggles, and purrs like a dream. We do not have any history of Megan outside the Shelter. A home with other animals may be a fit with a slow introduction and management. Looking for a new lady to cuddle up with? Come meet Megan today!Megan's adoption fee is reduced b $20 thanks to the Laurie Roberts Bogey Fund - a fund to draw adopter's eyes towards the often overlooked black cats and kittens in Shelters.",2023-11-24
