ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A306271,"https://petharbor.com/detail.asp?ID=A306271&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306271&LOCATION=SNCR,wonderbread,Male,yellow,labrador retriever,11 months old,63.0,S DQ05,False,False,,11,,,2023-10-19,Meet Wonderbread! This yellow lab came to the Shelter as a stray with lots of energy. He is clearly an juvenile with a ton of zest for life. He is very tactile and physical when excited and will often jump up and sometimes mouth people and things. A home with another playful dog will be a great fit for Wonderbread as it will provide daily enrichment of play and stimulation that people can likely not fit for this guy. He has made friends with other dogs at the Shelter and enjoys a game of chase as well as some light wrestling. Adopters should anticipate working on life skills and manners through positive reinforcement training such as house training and life skills. Adopters should anticipate providing above average mental and physical stimulation for Wonderbread to help meet his needs.,2023-11-16
A306331,"https://petharbor.com/detail.asp?ID=A306331&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306331&LOCATION=SNCR,mia,Female/Spayed,white,great pyrenees,4 years old,76.3,S 09,True,True,4,,,,2023-10-21,"Meet Mia! Mia came to the Shelter as an owner surrender with her “brother” Max. Mia and Max would be a great pair of pups for an adopter but are not required to go to a home together. Mia has been around children ages newborn to 18 years old and has done well. A home with children is likely a fit provided they meet at the Shelter prior to adoption. Typical to livestock guardian breed dogs, Mia will alarm bark when people come on the property but quickly softens and solicits attention from people. She prefers to be with her people and is often following them around like a shadow. She can be vocal and barks when left alone. Mia has had dog friends in her previous home (outside of Max) and has also met dogs at the Shelter. A resident dog friend may be a fit provided they meet at the Shelter prior to adoption. Mia has been a guardian to goats on a previous property but prefers the more companion dog side of her lifestyle. She knows “sit”, “come Mia”, “no”, “yes”, “stay”, and “back”. Mia loves riding in the car. Mia is not recommended to go to a home with cats or small animals due to some observed prey-drive.",2023-11-16
A306332,"https://petharbor.com/detail.asp?ID=A306332&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306332&LOCATION=SNCR,max,Male,white,great pyrenees,3 years old,73.8,S 33,False,False,3,,,,2023-10-21,"Meet Max! Max came to the Shelter as an owner surrender with his “sister” Mia. Mia and Max would be a great pair of pups for an adopter but are not required to go to a home together. Max has been around children ages newborn to 18 years old and can sometimes be a bit of a bull in china shop. A home with sturdy children is likely a fit provided they meet at the Shelter prior to adoption. Typical to livestock guardian breed dogs, Max will alarm bark when people come on the property but quickly softens and solicits attention from people. Max has had dog friends in her previous home (outside of Max) and has also met dogs at the Shelter. A resident dog friend may be a fit provided they meet at the Shelter prior to adoption. Max has been a guardian to goats on a previous property and may be a good fit for someone who is looking for a hybrid of a guardian dog and also a companion dog. He knows “sit”, “come Max”, “no”, “yes”, “stay”, and “back”. Max loves riding in the car. Max is not recommended to go to a home with cats or small animals due to some observed prey-drive.",2023-11-16
A306446,"https://petharbor.com/detail.asp?ID=A306446&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306446&LOCATION=SNCR,timmy,Male/Neutered,white,terrier mix,8 years old,10.0,S 15,True,False,8,,,,2023-10-26,"Are you ready to open your heart and home to a furry friend who's undergone an incredible transformation? Look no further than Timmy, our small terrier with a story that will melt your heart!Timmy, once a timid soul in the shelter, has blossomed into a bundle of joy with boundless love to share. This little guy, who had a complete behavior change in the shelter environment, is now ready to find his forever home where he can shower his new family with affection. Timmy's journey began in uncertainty, but with the right care and a sprinkle of love, he's become a social butterfly! This small terrier thrives on human companionship and has quickly become the favorite among shelter staff and volunteers. His tail wags with enthusiasm, and his eyes light up when he sees someone ready to give him attention. If you're ready to open your heart to a small terrier who has transformed from shy to shining, Timmy is the one for you! Come meet him at the Santa Cruz County Animal Shelter and discover the love that this little guy is ready to share. Timmy has some medical history that should be discussed when he is adopted.",2023-11-16
A306559,"https://petharbor.com/detail.asp?ID=A306559&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306559&LOCATION=SNCR,maple,Female/Spayed,tan,chihuahua - smooth coated,8 years old,7.5,FOSTER,True,True,8,,,,2023-10-28,"Little miss Maple is a tiny girl who loves to be near you! She was found as a stray but has acclimated quickly to the comforts of a foster home and is coexisting nicely with other mellow dogs. She loves to burrow under the blankets, snuggle up for pets, and watch you cook in the kitchen. She does well on leash and so far has gone potty outside. Maple seems like she would be a great companion at home or tagging along on the go.",2023-11-16
A306582,"https://petharbor.com/detail.asp?ID=A306582&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306582&LOCATION=SNCR,otis,Male/Neutered,sable & black,beagle mix,"2 years, 1 month old",40.0,FOSTER,True,False,2,2,,,2023-10-30,"Are you looking for a sensitive sweetheart to warm up your home? Consider Otis. Otis is a soulful 1-eyed beagle mix looking for a patient adopter to help him thrive. Otis has gone through a lot in his short life. He's lived with children and women in a previous home, but he was thrown from a vehicle by a man and suffered injuries resulting in his eye needing to be removed, and he continues to be more wary of men. He can be shy at first but warms up with some time and patience. Once he's your friend, he loves intensely. So much so that he has a bit of trouble letting his people leave him. Otis is looking for an adopter that will be with him more often than not and/or have a schedule that will allow for him not to be left alone. Per his previous guardian, he would be distressed when left alone. Otis has lived with children under 12 so dog savvy children in the home is likely a fit. He has also played with other dogs. At first, he can be a bit nervous but warms up and enjoys to play. His favorite things are playing fetch and working his brain for snacks. Adopters are recommended to continue positive reinforcement based training to work on life skills and manners as well as continue building his confidence. ",2023-11-16
A306697,"https://petharbor.com/detail.asp?ID=A306697&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306697&LOCATION=SNCR,sugar maple,Female,black,labrador retriever and bouvier des flandres,2 months old,9.4,S 12,False,True,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306699,"https://petharbor.com/detail.asp?ID=A306699&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306699&LOCATION=SNCR,river birch,Male,black,labrador retriever and bouvier des flandres,2 months old,10.2,S 04,False,False,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306700,"https://petharbor.com/detail.asp?ID=A306700&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306700&LOCATION=SNCR,mabel,Female,black,labrador retriever and bouvier des flandres,,9.25,S 06,False,True,,,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306701,"https://petharbor.com/detail.asp?ID=A306701&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306701&LOCATION=SNCR,shagbark,Female,black,labrador retriever and bouvier des flandres,2 months old,9.5,S 04,False,True,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306746,"https://petharbor.com/detail.asp?ID=A306746&LOCATION=SNCR&searchtype=ADOPT&friends=1&samaritans=1&nosuccess=0&rows=34&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&bgcolor=white&text=black&link=blue&alink=purple&vlink=purple&fontface=arial&fontsize=10&col_hdr_bg=silver&col_hdr_fg=black&col_bg=white&col_fg=black&SBG=silver&miles=200&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306746&LOCATION=SNCR,miles,Male,tan & white,pit bull terrier mix,2 months old,11.4,S 28,False,False,,2,,,2023-11-07,"Meet Miles! This pup originally came to the Shelter after being passed between a few different individuals. He was in a home for a brief period of time with a woman and some dogs. He did well with the dogs and enjoyed playing. A home with a playful resident dog is likely a fit. Any resident dogs are encouraged to meet prior to adoption. Miles can be mouthy when overstimulated and/or excited. This is typical puppy behavior but can be alarming for children who are not used to puppies. Adopters will need to manage this behavior by teaching alternative behaviors that are more appreciated such as playing with toys and engaging with people in a safer way. Due to his mouthing, Miles is not recommended for an adoptive home with young children unless adopters are able to directly oversee any and all interactions to ensure they are safe. We do not have any history of Miles with cats. A home with kitties may be a fit with a slow introduction and management. Miles is not house trained. Adopters will need to commit to a positive reinforcement based training to help Miles learn about the world and how to interact with individuals in a safe and positive manner.",2023-11-16
