ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A306446,"https://petharbor.com/detail.asp?ID=A306446&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306446&LOCATION=SNCR,timmy,Male/Neutered,white,terrier mix,8 years old,10.0,S 15,True,False,8,,,,2023-10-26,"Are you ready to open your heart and home to a furry friend who's undergone an incredible transformation? Look no further than Timmy, our small terrier with a story that will melt your heart!Timmy, once a timid soul in the shelter, has blossomed into a bundle of joy with boundless love to share. This little guy, who had a complete behavior change in the shelter environment, is now ready to find his forever home where he can shower his new family with affection. Timmy's journey began in uncertainty, but with the right care and a sprinkle of love, he's become a social butterfly! This small terrier thrives on human companionship and has quickly become the favorite among shelter staff and volunteers. His tail wags with enthusiasm, and his eyes light up when he sees someone ready to give him attention. If you're ready to open your heart to a small terrier who has transformed from shy to shining, Timmy is the one for you! Come meet him at the Santa Cruz County Animal Shelter and discover the love that this little guy is ready to share. Timmy has some medical history that should be discussed when he is adopted.",2023-11-16
A306559,"https://petharbor.com/detail.asp?ID=A306559&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306559&LOCATION=SNCR,maple,Female/Spayed,tan,chihuahua - smooth coated,8 years old,7.5,FOSTER,True,True,8,,,,2023-10-28,"Little miss Maple is a tiny girl who loves to be near you! She was found as a stray but has acclimated quickly to the comforts of a foster home and is coexisting nicely with other mellow dogs. She loves to burrow under the blankets, snuggle up for pets, and watch you cook in the kitchen. She does well on leash and so far has gone potty outside. Maple seems like she would be a great companion at home or tagging along on the go.",2023-11-16
A306566,"https://petharbor.com/detail.asp?ID=A306566&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306566&LOCATION=SNCR,turbo,Male,black,pit bull terrier mix,4 months old,23.5,S DI02,False,False,,4,,,2023-10-28,"Meet Turbo! This guy is ready to jumpstart your life. Turbo came into the Shelter as a stray so we do not know anything about his life before now. Staff have observed that he is very people orientated. He would love to continue his bond with his adopter through positive reinforcement based training. Adopters should anticipate working on life skills and manners such as house training, walking on leash and building up periods of separation that are appropriate for his age (no more than 1 hour per month of life for puppies!). Turbo has met dogs at the Shelter and may enjoy a canine companion. Any resident dogs are recommended to meet prior to adoption. We do not have any history of Turbo with cats. Any kids in the home should be sturdy and monitored in interactions. Turbo loves toys and can be a bit grabby when they are around. Adult guardians should be mindful in interactions with children, Turbo and toys.",2023-11-16
A306664,"https://petharbor.com/detail.asp?ID=A306664&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306664&LOCATION=SNCR, ,Female,white,great pyrenees,,30.0,S DI07,False,True,,,,,2023-11-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306697,"https://petharbor.com/detail.asp?ID=A306697&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306697&LOCATION=SNCR,sugar maple,Female,black,labrador retriever and bouvier des flandres,2 months old,9.4,S 12,False,True,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306699,"https://petharbor.com/detail.asp?ID=A306699&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306699&LOCATION=SNCR,river birch,Male,black,labrador retriever and bouvier des flandres,2 months old,10.2,S 04,False,False,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306700,"https://petharbor.com/detail.asp?ID=A306700&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306700&LOCATION=SNCR,mabel,Female,black,labrador retriever and bouvier des flandres,,9.25,S 06,False,True,,,,,2023-11-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306701,"https://petharbor.com/detail.asp?ID=A306701&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306701&LOCATION=SNCR,shagbark,Female,black,labrador retriever and bouvier des flandres,2 months old,9.5,S 04,False,True,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306746,"https://petharbor.com/detail.asp?ID=A306746&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306746&LOCATION=SNCR,miles,Male,tan & white,pit bull terrier mix,2 months old,11.4,S 28,False,False,,2,,,2023-11-07,"Meet Miles! This pup originally came to the Shelter after being passed between a few different individuals. He was in a home for a brief period of time with a woman and some dogs. He did well with the dogs and enjoyed playing. A home with a playful resident dog is likely a fit. Any resident dogs are encouraged to meet prior to adoption. Miles can be mouthy when overstimulated and/or excited. This is typical puppy behavior but can be alarming for children who are not used to puppies. Adopters will need to manage this behavior by teaching alternative behaviors that are more appreciated such as playing with toys and engaging with people in a safer way. Due to his mouthing, Miles is not recommended for an adoptive home with young children unless adopters are able to directly oversee any and all interactions to ensure they are safe. We do not have any history of Miles with cats. A home with kitties may be a fit with a slow introduction and management. Miles is not house trained. Adopters will need to commit to a positive reinforcement based training to help Miles learn about the world and how to interact with individuals in a safe and positive manner.",2023-11-16
A306752,"https://petharbor.com/detail.asp?ID=A306752&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306752&LOCATION=SNCR,zephyr,Female,black & tricolor,border collie mix,1 year,,S 11,False,True,1,,,,2023-11-07,"Meet Zephyr! Zephyr came to the Shelter as a stray so we do not have much history about her life outside the Shelter. She was originally timid when first arriving to the Shelter but has relaxed and staff have observed a more social side to this gal. She has met other dogs at the Shelter and enjoys playing with them. Zephyr can be tactile in play so any resident dogs are recommended to enjoy a rough and tumble, physical play style. Any resident dogs are required to meet at the Shelter prior to adoption. Zephyr will need above average mental and physical stimulation as she is a high energy dog. Adopters should anticipate committing to a positive reinforcement based training to work on life skills such as walking on leash, house training and thoughtful socialization with new people and animals. We do not have any history of Zephyr in a home with kids or cats.",2023-11-16
A306755,"https://petharbor.com/detail.asp?ID=A306755&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306755&LOCATION=SNCR,cody,Male,red & white,australian cattle dog mix,9 months old,40.7,S 03,False,False,,9,,,2023-11-07,"Meet cute little Cody! Cody came into the Shelter as a stray so we do not have any information about his life before the Shelter. Staff have observed that he has been polite, easy to leash up for walks and enjoys playing with toys. Cody has meet other dogs at the Shelter and has enjoyed playing. A home with a  playful resident dog is likely a fit. Adopters will be required to bring any resident dogs to meet prior to adoption. We do not have any history of Cody with cats or children. Cody is a high energy dog that will need above average mental and physical stimulation. Adopters will be required to commit to a positive reinforcement based training to work on life skills and manners such as house training and leash walking.",2023-11-16
A306765,"https://petharbor.com/detail.asp?ID=A306765&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306765&LOCATION=SNCR,tulip,Female,white & red,dachshund min and chihuahua - smooth coated,10 months old,9.25,S 13,False,True,,10,,,2023-11-07,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306798,"https://petharbor.com/detail.asp?ID=A306798&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306798&LOCATION=SNCR,sweetgum,Male,black,labrador retriever and bouvier des flandres,2 months old,11.75,S 06,False,False,,2,,,2023-11-14,"Meet the lab mix puppies! These puppies came to the Shelter as part of an accidental litter. Their mom is a yellow lab and their father is a bouvier des flandres. These puppies grew up in a home with cats, their mother, and were socialized with family members that came over to visit. They are not yet house trained. As adorable as these puppies are, they will need dedicated adopters to help set them up for success to become good canine citizens. This includes positive reinforcement based training to learn life skills and manners as well as thoughtful socialization to help them grow confident and comfortable with the world around them. A home with another playful dog is likely a fit. Adopters are recommended to bring any resident dogs to meet at the Shelter prior to adoption. These dogs will be large sized dogs estimated between 75 to 90lbs full grown.",2023-11-16
A306866,"https://petharbor.com/detail.asp?ID=A306866&LOCATION=SNCR1&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306866&LOCATION=SNCR1,gump,Male,chocolate,labrador retriever and german shorthaired pointer,1 year,76.3,W 13,False,False,1,,,,2023-11-11,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-16
A306886,"https://petharbor.com/detail.asp?ID=A306886&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306886&LOCATION=SNCR, ,Female,gray,weimaraner,,,S 22,False,True,,,,,2023-11-12,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
A306887,"https://petharbor.com/detail.asp?ID=A306887&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=32&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_DOG",https://petharbor.com/get_image.asp?RES=Detail&ID=A306887&LOCATION=SNCR, ,Male,gray,boston terrier,7 weeks old,6.1,FOSTER,False,False,,,7,,2023-11-12,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-11-16
