ID,InfoLink,ImageLink,Name,Gender,Color,Breed,Age,Weight,Located,Treated,FemaleGender,AgeYear,AgeMonth,AgeWeek,AgeDay,ShelterSince,Comment,ScrapedOn
A307401,"https://petharbor.com/detail.asp?ID=A307401&LOCATION=SNCR1&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=10&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307401&LOCATION=SNCR1, ,Male,black & white,chicken,,,W QUAR 03,False,False,,,,,2023-11-29,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-11-29
A307492,"https://petharbor.com/detail.asp?ID=A307492&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=11&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307492&LOCATION=SNCR, ,,yellow,canary,,,S EXOTICS,,,,,,,2023-12-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-03
A307652,"https://petharbor.com/detail.asp?ID=A307652&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=11&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307652&LOCATION=SNCR, ,,harlequin & black,shorthaired rabbit,,,S F49,,,,,,,2023-12-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-09
A307653,"https://petharbor.com/detail.asp?ID=A307653&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=11&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307653&LOCATION=SNCR, ,Female,gray,lion head,,5.75,S F55,False,True,,,,,2023-12-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-09
A307655,"https://petharbor.com/detail.asp?ID=A307655&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=11&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307655&LOCATION=SNCR, ,Male,black & white,shorthaired rabbit,,,S FER14,False,False,,,,,2023-12-09,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-09
A307755,"https://petharbor.com/detail.asp?ID=A307755&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307755&LOCATION=SNCR, ,Male,tan & black,mini lop,,6.1,S FER05,False,False,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307756,"https://petharbor.com/detail.asp?ID=A307756&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307756&LOCATION=SNCR, ,Female,tan & black,mini lop,,6.4,S FER09,False,True,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307757,"https://petharbor.com/detail.asp?ID=A307757&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307757&LOCATION=SNCR, ,,gray,shorthaired rabbit,,,S DH01,,,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307758,"https://petharbor.com/detail.asp?ID=A307758&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307758&LOCATION=SNCR, ,Male,gray,mini lop,,,S DH01,False,False,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307759,"https://petharbor.com/detail.asp?ID=A307759&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307759&LOCATION=SNCR, ,,gray & white,mini lop,,,S DH01,,,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307760,"https://petharbor.com/detail.asp?ID=A307760&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307760&LOCATION=SNCR, ,,gray & white,mini lop,,,S DH01,,,,,,,2023-12-14,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307782,"https://petharbor.com/detail.asp?ID=A307782&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307782&LOCATION=SNCR, ,,white & gray,shorthaired rabbit,,,S DH01,,,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307783,"https://petharbor.com/detail.asp?ID=A307783&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307783&LOCATION=SNCR, ,,white & gray,shorthaired rabbit,,,S DH01,,,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307784,"https://petharbor.com/detail.asp?ID=A307784&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307784&LOCATION=SNCR, ,,white & gray,shorthaired rabbit,,,S DH01,,,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307785,"https://petharbor.com/detail.asp?ID=A307785&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307785&LOCATION=SNCR, ,,white & gray,shorthaired rabbit,,,S DH01,,,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307791,"https://petharbor.com/detail.asp?ID=A307791&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307791&LOCATION=SNCR, ,Male,white,chicken,,,S BARN,False,False,,,,,2023-12-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-16
A307795,"https://petharbor.com/detail.asp?ID=A307795&LOCATION=SNCR1&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=20&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307795&LOCATION=SNCR1,,Female,red,chicken,,,W F07,False,True,,,,,2023-12-16,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-16
A307875,"https://petharbor.com/detail.asp?ID=A307875&LOCATION=SNCR1&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=17&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307875&LOCATION=SNCR1, ,Male,black & white,shorthaired rabbit,,,W F12,False,False,,,,,2023-12-21,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-22
A307876,"https://petharbor.com/detail.asp?ID=A307876&LOCATION=SNCR1&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=17&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307876&LOCATION=SNCR1, ,Female,white & brown,shorthaired rabbit,,,W F08,False,True,,,,,2023-12-21,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-22
A307877,"https://petharbor.com/detail.asp?ID=A307877&LOCATION=SNCR1&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=17&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307877&LOCATION=SNCR1, ,Male,white & tan,shorthaired rabbit,,,W F07,False,False,,,,,2023-12-21,Santa Cruz County Animal Shelter - Watsonville at (831) 454-7303,2023-12-22
A307952,"https://petharbor.com/detail.asp?ID=A307952&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=9&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A307952&LOCATION=SNCR, ,,white,dove,,,S EXOTICS,,,,,,,2023-12-26,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2023-12-26
A308120,"https://petharbor.com/detail.asp?ID=A308120&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=10&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308120&LOCATION=SNCR, ,Male,black & white,shorthaired rabbit,,,S F46,False,False,,,,,2024-01-02,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-02
A308161,"https://petharbor.com/detail.asp?ID=A308161&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=14&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308161&LOCATION=SNCR, ,,white,dove,,,S EXOTICS,,,,,,,2024-01-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-04
A308162,"https://petharbor.com/detail.asp?ID=A308162&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=14&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308162&LOCATION=SNCR, ,,white,dove,,,S EXOTICS,,,,,,,2024-01-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-04
A308163,"https://petharbor.com/detail.asp?ID=A308163&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=14&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308163&LOCATION=SNCR, ,,tan & white,dove,,,S EXOTICS,,,,,,,2024-01-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-04
A308164,"https://petharbor.com/detail.asp?ID=A308164&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=14&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308164&LOCATION=SNCR, ,,tan & white,dove,,,S EXOTICS,,,,,,,2024-01-03,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-04
A308552,"https://petharbor.com/detail.asp?ID=A308552&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=10&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308552&LOCATION=SNCR, ,Female,agouti & white,shorthaired rabbit,,2.75,S H15,False,True,,,,,2024-01-13,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-16
A308554,"https://petharbor.com/detail.asp?ID=A308554&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=10&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308554&LOCATION=SNCR, ,Female,apricot & white,shorthaired rabbit,,2.75,S H18,False,True,,,,,2024-01-13,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-16
A308595,"https://petharbor.com/detail.asp?ID=A308595&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=9&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308595&LOCATION=SNCR, ,,yellow,budgie,,,S EXOTICS,,,,,,,2024-01-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-17
A308600,"https://petharbor.com/detail.asp?ID=A308600&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=9&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308600&LOCATION=SNCR, ,,blue & yellow,parakeet,,,S EXOTICS,,,,,,,2024-01-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-17
A308596,"https://petharbor.com/detail.asp?ID=A308596&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=8&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308596&LOCATION=SNCR, ,,white,dove,,,S EXOTICS,,,,,,,2024-01-16,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-20
A308826,"https://petharbor.com/detail.asp?ID=A308826&LOCATION=SNCR&searchtype=LOST&start=4&friends=1&samaritans=1&nosuccess=0&rows=7&imght=120&imgres=Detail&tWidth=200&view=sysadm.v_sncr&nobreedreq=1&bgcolor=ffffff&text=000000&fontface=arial&fontsize=10&col_hdr_bg=c0c0c0&SBG=c0c0c0&miles=20&shelterlist='SNCR','SNCR1'&atype=&where=type_OO",https://petharbor.com/get_image.asp?RES=Detail&ID=A308826&LOCATION=SNCR, ,,blk brndl,lizard,,0.9,S EXOTICS,,,,,,,2024-01-27,Santa Cruz County Animal Shelter - Santa Cruz at (831) 454-7303,2024-01-28
